sentid	pairid	type	comparison	sentence	ROI
375	188	type1	expected	The receptionist drove away the salesperson because he made a lot of noise.	7
376	188	type1	unexpected	The receptionist drove away the salesperson because she made a lot of noise.	7
377	189	type1	expected	The supervisor is talking to the teacher about the assignments she gave to the students.	10
378	189	type1	unexpected	The supervisor is talking to the teacher about the assignments he gave to the students.	10
379	190	type1	expected	The supervisor is talking to the teacher about the assignments because he has some concerns about overly familiar behavior with students.	11
380	190	type1	unexpected	The supervisor is talking to the teacher about the assignments because she has some concerns about overly familiar behavior with students.	11
381	191	type1	expected	The clerk visited the physician because he is an expert on the disease.	6
382	191	type1	unexpected	The clerk visited the physician because she is an expert on the disease.	6
383	192	type1	expected	The clerk visited the physician because her back ached.	6
384	192	type1	unexpected	The clerk visited the physician because his back ached.	6
385	193	type1	expected	The chief thanked the nurse because he was properly looked after in the hospital.	6
386	193	type1	unexpected	The chief thanked the nurse because she was properly looked after in the hospital.	6
387	194	type1	expected	The chief thanked the nurse because she is very nice to her patients.	6
388	194	type1	unexpected	The chief thanked the nurse because he is very nice to his patients.	6
389	195	type1	expected	The analyst blamed the accountant because he was in bad mood.	6
390	195	type1	unexpected	The analyst blamed the accountant because she was in bad mood.	6
391	196	type1	expected	The analyst blamed the accountant because she made some mistakes in her work.	6
392	196	type1	unexpected	The analyst blamed the accountant because he made some mistakes in his work.	6
393	197	type1	expected	The construction worker felt sorry for the receptionist because his carelessness led to the injury.	9
394	197	type1	unexpected	The construction worker felt sorry for the receptionist because her carelessness led to the injury.	9
395	198	type1	expected	The construction worker felt sorry for the receptionist because she got injured.	9
396	198	type1	unexpected	The construction worker felt sorry for the receptionist because he got injured.	9
397	199	type1	expected	The guard hates the hairdresser because his haircut got ruined.	6
398	199	type1	unexpected	The guard hates the hairdresser because her haircut got ruined.	6
399	200	type1	expected	The guard hated the hairdresser because she charged too much.	6
400	200	type1	unexpected	The guard hated the hairdresser because he charged too much.	6
401	201	type1	expected	The developer could not understand the accountant because he only knows how to code.	8
402	201	type1	unexpected	The developer could not understand the accountant because she only knows how to code.	8
403	202	type1	expected	The developer could not understand the accountant because she slurred her speech.	8
404	202	type1	unexpected	The developer could not understand the accountant because he slurred his speech.	8
405	203	type1	expected	The manager meets the counselor every week because he wants to make sure everything follows the law.	8
406	203	type1	unexpected	The manager meets the counselor every week because she wants to make sure everything follows the law.	8
407	204	type1	expected	The manager meets the counselor every week because she knows more about the law.	8
408	204	type1	unexpected	The manager meets the counselor every week because he knows more about the law.	8
409	205	type1	expected	The lawyer asked the teacher some questions as he prepared for the trial.	8
410	205	type1	unexpected	The lawyer asked the teacher some questions as she prepared for the trial.	8
411	206	type1	expected	The lawyer asked the teacher some questions on her misconduct.	8
412	206	type1	unexpected	The lawyer asked the teacher some questions on his misconduct.	8
413	207	type1	expected	The mechanic tries to approach the secretary because he needs more business.	8
414	207	type1	unexpected	The mechanic tries to approach the secretary because she needs more business.	8
415	208	type1	expected	The mechanic tries to approach the secretary because she can bring more business.	8
416	208	type1	unexpected	The mechanic tries to approach the secretary because he can bring more business.	8
417	209	type1	expected	The supervisor asked the baker to prepare cakes because he likes them very much.	9
418	209	type1	unexpected	The supervisor asked the baker to prepare cakes because she likes them very much.	9
419	210	type1	expected	The supervisor asked the baker to prepare cakes because she is famous for them.	9
420	210	type1	unexpected	The supervisor asked the baker to prepare cakes because he is famous for them.	9
421	211	type1	expected	The housekeeper showed the janitor the direction because she has been there for twenty years.	8
422	211	type1	unexpected	The housekeeper showed the janitor the direction because he has been there for twenty years.	8
423	212	type1	expected	The housekeeper showed the janitor the direction because he was new.	8
424	212	type1	unexpected	The housekeeper showed the janitor the direction because she was new.	8
425	213	type1	expected	The supervisor called the counselor because he had some questions about the law.	6
426	213	type1	unexpected	The supervisor called the counselor because she had some questions about the law.	6
427	214	type1	expected	The supervisor called the counselor because she is an expert on the law.	6
428	214	type1	unexpected	The supervisor called the counselor because he is an expert on the law.	6
429	215	type1	expected	The CEO is discussing with the writer about how he would like the story to be written.	9
430	215	type1	unexpected	The CEO is discussing with the writer about how she would like the story to be written.	9
431	216	type1	expected	The CEO is discussing with the writer about the book she will write.	10
432	216	type1	unexpected	The CEO is discussing with the writer about the book he will write.	10
433	217	type1	expected	The mechanic told the hairdresser that he needs a fancy haircut.	6
434	217	type1	unexpected	The mechanic told the hairdresser that she needs a fancy haircut.	6
435	218	type1	expected	The mechanic told the hairdresser that she made a nice haircut.	6
436	218	type1	unexpected	The mechanic told the hairdresser that he made a nice haircut.	6
437	219	type1	expected	The carpenter is complaining to the cashier because he was overcharged.	8
438	219	type1	unexpected	The carpenter is complaining to the cashier because she was overcharged.	8
439	220	type1	expected	The carpenter is complaining to the cashier because she shows no respect to the customer during checkout.	8
440	220	type1	unexpected	The carpenter is complaining to the cashier because he shows no respect to the customer during checkout.	8
441	221	type1	expected	The sheriff told the auditor to leave right now as he is investigating the house.	10
442	221	type1	unexpected	The sheriff told the auditor to leave right now as she is investigating the house.	10
443	222	type1	expected	The sheriff told the auditor to leave right now as she may get hurt in this area.	10
444	222	type1	unexpected	The sheriff told the auditor to leave right now as he may get hurt in this area.	10
445	223	type1	expected	The carpenter told the baker he does not want cheese in the bread.	5
446	223	type1	unexpected	The carpenter told the baker she does not want cheese in the bread.	5
447	224	type1	expected	The carpenter complemented the baker for the bread she made.	8
448	224	type1	unexpected	The carpenter complemented the baker for the bread he made.	8
449	225	type1	expected	The lawyer told the designer he received a lawsuit.	5
450	225	type1	unexpected	The lawyer told the designer she received a lawsuit.	5
451	226	type1	expected	The lawyer told the designer that she may lose her job due to the prosecution.	6
452	226	type1	unexpected	The lawyer told the designer that he may lose his job due to the prosecution.	6
453	227	type1	expected	The mechanic yelled at the accountant because he gets angry easily.	7
454	227	type1	unexpected	The mechanic yelled at the accountant because she gets angry easily.	7
455	228	type1	expected	The mechanic yelled at the accountant about the mistakes she made in the tax form.	9
456	228	type1	unexpected	The mechanic yelled at the accountant about the mistakes he made in the tax form.	9
457	229	type1	expected	The cook is talking to the cashier as he put too much salt in one dish.	8
458	229	type1	unexpected	The cook is talking to the cashier as she put too much salt in one dish.	8
459	230	type1	expected	The cook is talking to the cashier as she overcharged a customer.	8
460	230	type1	unexpected	The cook is talking to the cashier as he overcharged a customer.	8
461	231	type1	expected	The laborer talked to the cleaner and complained that his salary was too low.	9
462	231	type1	unexpected	The laborer talked to the cleaner and complained that her salary was too low.	9
463	232	type1	expected	The laborer talked to the cleaner and listened to her complaints about the salary.	9
464	232	type1	unexpected	The laborer talked to the cleaner and listened to his complaints about the salary.	9
465	233	type1	expected	The mechanic is discussing with the teacher about the course he is taking this semester.	10
466	233	type1	unexpected	The mechanic is discussing with the teacher about the course she is taking this semester.	10
467	234	type1	expected	The mechanic is discussing with the teacher about the course she is offering next semester.	10
468	234	type1	unexpected	The mechanic is discussing with the teacher about the course he is offering next semester.	10
469	235	type1	expected	The guard is talking to the baker about the thief he caught last night.	10
470	235	type1	unexpected	The guard is talking to the baker about the thief she caught last night.	10
471	236	type1	expected	The guard is talking to the baker about the fire she caused last night.	10
472	236	type1	unexpected	The guard is talking to the baker about the fire he caused last night.	10
473	237	type1	expected	The guard is telling the tailor what design he wants.	8
474	237	type1	unexpected	The guard is telling the tailor what design she wants.	8
475	238	type1	expected	The guard is talking to the tailor about the new suit she is making.	11
476	238	type1	unexpected	The guard is talking to the tailor about the new suit he is making.	11
477	239	type1	expected	The analyst was angry at the clerk as he did not get any useful information.	8
478	239	type1	unexpected	The analyst was angry at the clerk as she did not get any useful information.	8
479	240	type1	expected	The analyst was angry at the clerk as she did not provide any useful information.	8
480	240	type1	unexpected	The analyst was angry at the clerk as he did not provide any useful information.	8
481	241	type1	expected	The lawyer thanked the nurse for taking good care of him.	10
482	241	type1	unexpected	The lawyer thanked the nurse for taking good care of her.	10
483	242	type1	expected	The lawyer thanked the nurse for her meticulous concern.	6
484	242	type1	unexpected	The lawyer thanked the nurse for his meticulous concern.	6
485	243	type1	expected	The carpenter helped the housekeeper fix the window quickly as he was experienced.	10
486	243	type1	unexpected	The carpenter helped the housekeeper fix the window quickly as she was experienced.	10
487	244	type1	expected	The carpenter helped the housekeeper to fix the window as she knew nothing about those tools.	10
488	244	type1	unexpected	The carpenter helped the housekeeper to fix the window as he knew nothing about those tools.	10
489	245	type1	expected	The sheriff questioned the housekeeper as he needed to find out the thief.	6
490	245	type1	unexpected	The sheriff questioned the housekeeper as she needed to find out the thief.	6
491	246	type1	expected	The sheriff questioned the housekeeper as she claimed to know the thief.	6
492	246	type1	unexpected	The sheriff questioned the housekeeper as he claimed to know the thief.	6
493	247	type1	expected	The physician argued with the receptionist as his luggage was missing.	7
494	247	type1	unexpected	The physician argued with the receptionist as her luggage was missing.	7
495	248	type1	expected	The physician argued with the receptionist as she made so many mistakes.	7
496	248	type1	unexpected	The physician argued with the receptionist as he made so many mistakes.	7
497	249	type1	expected	The lawyer refused to help the editor as he was too busy.	8
498	249	type1	unexpected	The lawyer refused to help the editor as she was too busy.	8
499	250	type1	expected	The lawyer refused to help the editor as she did not want to pay the bill.	8
500	250	type1	unexpected	The lawyer refused to help the editor as he did not want to pay the bill.	8
501	251	type1	expected	The farmer did not want to talk with the writer because he was busy with irrigation.	11
502	251	type1	unexpected	The farmer did not want to talk with the writer because she was busy with irrigation.	11
503	252	type1	expected	The farmer did not want to talk to the writer because she was burying herself in writing a new novel.	11
504	252	type1	unexpected	The farmer did not want to talk to the writer because he was burying himself in writing a new novel.	11
505	253	type1	expected	The sheriff asked the librarian for help as he could not find the book he needed.	8
506	253	type1	unexpected	The sheriff asked the librarian for help as she could not find the book she needed.	8
507	254	type1	expected	The sheriff asked the librarian for help as she was much more familiar with the library.	8
508	254	type1	unexpected	The sheriff asked the librarian for help as he was much more familiar with the library.	8
509	255	type1	expected	The salesperson knows very little about the teacher since he did not visit the school.	9
510	255	type1	unexpected	The salesperson knows very little about the teacher since she he did not visit the school.	9
511	256	type1	expected	The salesperson knows very little about the teacher since she does not teach in that school.	9
512	256	type1	unexpected	The salesperson knows very little about the teacher since he does not teach in that school.	9
513	257	type1	expected	The janitor does not like the baker because he needs to help clean the messy machine every day.	8
514	257	type1	unexpected	The janitor does not like the baker because she needs to help clean the messy machine every day.	8
515	258	type1	expected	The janitor does not like the baker because she always messes up the kitchen.	8
516	258	type1	unexpected	The janitor does not like the baker because he always messes up the kitchen.	8
517	259	type1	expected	The cook asked the nurse for help because his mom was sick.	8
518	259	type1	unexpected	The cook asked the nurse for help because her mom was sick.	8
519	260	type1	expected	The cook asked the nurse for help because she was the only one passing by.	8
520	260	type1	unexpected	The cook asked the nurse for help because he was the only one passing by.	8
521	261	type1	expected	The developer tried to convince the housekeeper to buy his software.	9
522	261	type1	unexpected	The developer tried to convince the housekeeper to buy her software.	9
523	262	type1	expected	The developer tried to convince the housekeeper that she needs the software.	8
524	262	type1	unexpected	The developer tried to convince the housekeeper that he needs the software.	8
525	263	type1	expected	The driver picked up the accountant from the airport after he fueled his car.	10
526	263	type1	unexpected	The driver picked up the accountant from the airport after she fueled her car.	10
527	264	type1	expected	The driver picked up the accountant from the airport because she could not find a bus there.	10
528	264	type1	unexpected	The driver picked up the accountant from the airport because he could not find a bus there.	10
529	265	type1	expected	The manager likes the designer 's product and he agreed to make a purchase.	8
530	265	type1	unexpected	The manager likes the designer 's product and she agreed to make a purchase.	8
531	266	type1	expected	The manager likes the designer 's product but she refused to allow a purchase.	8
532	266	type1	unexpected	The manager likes the designer 's product but he refused to allow a purchase.	8
533	267	type1	expected	The mechanic talked with the counselor for such a long time because he knew little about the legal affairs.	12
534	267	type1	unexpected	The mechanic talked with the counselor for such a long time because she knew little about the legal affairs.	12
535	268	type1	expected	The mechanic talked with the counselor for such a long time because she could not understand those engineering terms easily.	12
536	268	type1	unexpected	The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily.	12
537	269	type1	expected	The mechanic hired the cleaner because he is too lazy to clean his garage.	6
538	269	type1	unexpected	The mechanic hired the cleaner because she is too lazy to clean her garage.	6
539	270	type1	expected	The mechanic hired the cleaner because she can clean everything up very quickly.	6
540	270	type1	unexpected	The mechanic hired the cleaner because he can clean everything up very quickly.	6
541	271	type1	expected	The mover helped the writer to pack up otherwise he needed to wait for another two hours.	9
542	271	type1	unexpected	The mover helped the writer to pack up otherwise she needed to wait for another two hours.	9
543	272	type1	expected	The mover helped the writer to pack up because she had so many things in the room.	9
544	272	type1	unexpected	The mover helped the writer to pack up because he had so many things in the room.	9
545	273	type1	expected	The carpenter came to the tailor because he wanted a new suit.	7
546	273	type1	unexpected	The carpenter came to the tailor because she wanted a new suit.	7
547	274	type1	expected	The carpenter came to the tailor because she makes the best clothes in this town.	7
548	274	type1	unexpected	The carpenter came to the tailor because he makes the best clothes in this town.	7
549	275	type1	expected	The construction worker needs the assistant to remind him about his daily schedule.	8
550	275	type1	unexpected	The construction worker needs the assistant to remind her about her daily schedule.	8
551	276	type1	expected	The construction worker needs the assistant because she can make everything happen.	7
552	276	type1	unexpected	The construction worker needs the assistant because he can make everything happen.	7
553	277	type1	expected	The supervisor hired the secretary because he has difficulty in keeping everything organized.	6
554	277	type1	unexpected	The supervisor hired the secretary because she has difficulty in keeping everything organized.	6
555	278	type1	expected	The supervisor hired the secretary because she can make everything well organized.	6
556	278	type1	unexpected	The supervisor hired the secretary because he can make everything well organized.	6
557	279	type1	expected	The chief employed the receptionist because he was too busy to answer those phone calls by himself every day.	6
558	279	type1	unexpected	The chief employed the receptionist because she was too busy to answer those phone calls.	6
559	280	type1	expected	The chief employed the receptionist because she can help to answer and record the phone orders.	6
560	280	type1	unexpected	The chief employed the receptionist because he can help to answer and record the phone orders.	6
561	281	type1	expected	The janitor talked to the auditor because he did not know which room he needed to clean up.	7
562	281	type1	unexpected	The janitor talked to the auditor because she did not know which room she needed to clean up.	7
563	282	type1	expected	The janitor talked to the auditor because she seemed to be looking for something in the broom room.	7
564	282	type1	unexpected	The janitor talked to the auditor because he seemed to be looking for something in the broom room.	7
565	283	type1	expected	The analyst goes to the tailor because he needs a new suit for his interview.	7
566	283	type1	unexpected	The analyst goes to the tailor because she needs a new suit for her interview.	7
567	284	type1	expected	The analyst goes to the tailor because everyone knows that she makes the best clothes.	10
568	284	type1	unexpected	The analyst goes to the tailor because everyone knows that he makes the best clothes.	10
569	285	type1	expected	The sheriff asked the nurse to go together because he needs help to deal with the accident.	9
570	285	type1	unexpected	The sheriff asked the nurse to go together because she needs help to deal with the accident.	9
571	286	type1	expected	The sheriff asked the nurse to go together because she can help to take care of the victims.	9
572	286	type1	unexpected	The sheriff asked the nurse to go together because he can help to take care of the victims.	9
573	287	type1	expected	The janitor asks the receptionist where to go because this is his first day here.	11
574	287	type1	unexpected	The janitor asks the receptionist where to go because this is her first day here.	11
575	288	type1	expected	The janitor asks the receptionist where to go because she knows this building much better.	9
576	288	type1	unexpected	The janitor asks the receptionist where to go because he knows this building much better.	9
577	289	type1	expected	The mover hit the tailor because he was careless.	6
578	289	type1	unexpected	The mover hit the tailor because she was rude.	6
579	290	type1	expected	The mover hit the tailor because she stood in the path.	6
580	290	type1	unexpected	The mover hit the tailor because he stood in the path.	6
581	291	type1	expected	The developer complained about the nurse because he received bad service.	7
582	291	type1	unexpected	The developer complained about the nurse because she received bad service.	7
583	292	type1	expected	The developer complained about the nurse because she has a bad attitude to patients.	7
584	292	type1	unexpected	The developer complained about the nurse because he has a bad attitude to patients.	7
585	293	type1	expected	The mechanic received a gift from the baker because he helped with repairing the oven.	9
586	293	type1	unexpected	The mechanic received a gift from the baker because she helped with repairing the oven.	9
587	294	type1	expected	The mechanic received a gift from the baker it was her way to express thanks.	10
588	294	type1	unexpected	The mechanic received a gift from the baker it was his way to express thanks.	10
589	295	type1	expected	The editor forgot the salesperson 's name because she meets so many people every day.	8
590	295	type1	unexpected	The editor forgot the salesperson 's name because he meets so many people every day.	8
591	296	type1	expected	The editor forgot the salesperson 's name because he there is nothing special about him.	8
592	296	type1	unexpected	The editor forgot the salesperson 's name because there is nothing special about her.	13
593	297	type1	expected	The counselor accused the mover because some of her valuable collections are gone.	8
594	297	type1	unexpected	The counselor accused the mover because some of his valuable collections are gone.	8
595	298	type1	expected	The counselor accused the mover because he destroyed some important documents.	6
596	298	type1	unexpected	The counselor accused the mover because she destroyed some important documents.	6
597	299	type1	expected	The supervisor told the cleaner the good news that he was going to raise the salary.	9
598	299	type1	unexpected	The supervisor told the cleaner the good news that she was going to raise the salary.	9
599	300	type1	expected	The supervisor told the cleaner the good news that her salary was going to be raised.	9
600	300	type1	unexpected	The supervisor told the cleaner the good news that his salary was going to be raised.	9
601	301	type1	expected	The tailor is the lawyer 's good friend because she can make well-fitting suits.	9
602	301	type1	unexpected	The tailor is the lawyer 's good friend because he can make well-fitting suits.	9
603	302	type1	expected	The tailor is the lawyer 's good friend because he needs well-fitting suits.	9
604	302	type1	unexpected	The tailor is the lawyer 's good friend because she needs well-fitting suits.	9
605	303	type1	expected	The secretary texted the cook what he needed to prepare for the boss.	6
606	303	type1	unexpected	The secretary texted the cook what she needed to prepare for the boss.	6
607	304	type1	expected	The secretary texted the cook what she thought the boss wanted to eat.	6
608	304	type1	unexpected	The secretary texted the cook what he thought the boss wanted to eat.	6
609	305	type1	expected	The secretary took down the farmer 's petition and then she submitted it to her superiors.	10
610	305	type1	unexpected	The secretary took down the farmer 's petition and then he submitted it to his superiors.	10
611	306	type1	expected	The secretary took down the farmer 's petition which was the hope to improve his life.	14
612	306	type1	unexpected	The secretary took down the farmer 's petition which was the hope to improve her life.	14
613	307	type1	expected	The farmer kicked the assistant because he was very angry.	6
614	307	type1	unexpected	The farmer kicked the assistant because she was very angry.	6
615	308	type1	expected	The farmer kicked the assistant because she deserved it.	6
616	308	type1	unexpected	The farmer kicked the assistant because he deserved it.	6
617	309	type1	expected	The supervisor criticized the attendant because he could not tolerate any mistakes.	6
618	309	type1	unexpected	The supervisor criticized the attendant because she could not tolerate any mistakes.	6
619	310	type1	expected	The supervisor criticized the attendant because she made some mistakes.	6
620	310	type1	unexpected	The supervisor criticized the attendant because he made some mistakes.	6
621	311	type1	expected	The manager fired the librarian because he found a better candidate.	6
622	311	type1	unexpected	The manager fired the librarian because she found a better candidate.	6
623	312	type1	expected	The manager fired the librarian because she always complained about her work.	6
624	312	type1	unexpected	The manager fired the librarian because he always complained about his work.	6
625	313	type1	expected	The mover is waiting for the nurse because he broke his arm.	8
626	313	type1	unexpected	The mover is waiting for the nurse because she broke her arm.	8
627	314	type1	expected	The mover is waiting for the nurse because she can clean the wounds.	8
628	314	type1	unexpected	The mover is waiting for the nurse because he can clean the wounds.	8
629	315	type1	expected	The farmer gave the attendant some tips even though he was very poor.	9
630	315	type1	unexpected	The farmer gave the attendant some tips even though she was very poor.	9
631	316	type1	expected	The farmer gave the attendant some tips and she was very glad to receive that.	8
632	316	type1	unexpected	The farmer gave the attendant some tips and he was very glad to receive that.	8
633	317	type1	expected	The counselor warned the developer that she would charge people who break the rules.	6
634	317	type1	unexpected	The counselor warned the developer that he would charge people who break the rules.	6
635	318	type1	expected	The counselor warned the developer that he had to obey the rules.	6
636	318	type1	unexpected	The counselor warned the developer that she had to obey the rules.	6
637	319	type1	expected	The physician reminded the accountant that he had an appointment with another patient.	6
638	319	type1	unexpected	The physician reminded the accountant that she had an appointment with another patient.	6
639	320	type1	expected	The physician reminded the accountant that she should take care of her neck.	6
640	320	type1	unexpected	The physician reminded the accountant that he should take care of his neck.	6
641	321	type1	expected	The laborer owed the tailor because he was too poor to pay the bill.	6
642	321	type1	unexpected	The laborer owed the tailor because she was too poor to pay the bill.	6
643	322	type1	expected	The laborer owed the tailor because she offered to make a free suit.	6
644	322	type1	unexpected	The laborer owed the tailor because he offered to make a free suit.	6
645	323	type1	expected	The housekeeper troubles the physician a lot because she knows nothing about the medicine.	8
646	323	type1	unexpected	The housekeeper troubles the physician a lot because he knows nothing about the medicine.	8
647	324	type1	expected	The housekeeper troubles the physician a lot because he knows about medicine.	8
648	324	type1	unexpected	The housekeeper troubles the physician a lot because she knows about medicine.	8
649	325	type1	expected	The sheriff protected the tailor in the accident and he received an award for that.	9
650	325	type1	unexpected	The sheriff protected the tailor in the accident and she received an award for that.	9
651	326	type1	expected	The sheriff protected the tailor in the accident and she is very grateful for that.	9
652	326	type1	unexpected	The sheriff protected the tailor in the accident and he is very grateful for that.	9
653	327	type1	expected	The driver brought the designer some ideas which he was very proud of.	8
654	327	type1	unexpected	The driver brought the designer some ideas which she was very proud of.	8
655	328	type1	expected	The driver brought the designer some ideas which improved her design a lot.	9
656	328	type1	unexpected	The driver brought the designer some ideas which improved his design a lot.	9
657	329	type1	expected	The baker is afraid of the sheriff because she did something wrong.	8
658	329	type1	unexpected	The baker is afraid of the sheriff because he did something wrong.	8
659	330	type1	expected	The baker is afraid of the sheriff because he looks very serious.	8
660	330	type1	unexpected	The baker is afraid of the sheriff because she looks very serious.	8
661	331	type1	expected	The janitor gave the clerk some documents which included his personal information.	9
662	331	type1	unexpected	The janitor gave the clerk some documents which included her personal information.	9
663	332	type1	expected	The janitor gave the clerk some documents which she required.	8
664	332	type1	unexpected	The janitor gave the clerk some documents which he required.	8
665	333	type1	expected	The attendant recognized the developer because she reads a lot of technical news.	6
666	333	type1	unexpected	The attendant recognized the developer because he reads a lot of technical news.	6
667	334	type1	expected	The attendant recognized the developer because he is very famous.	6
668	334	type1	unexpected	The attendant recognized the developer because she is very famous.	6
669	335	type1	expected	The writer wrote a book about the carpenter because she was moved by the story.	9
670	335	type1	unexpected	The writer wrote a book about the carpenter because he was moved by the story.	9
671	336	type1	expected	The writer wrote a book about the carpenter because his story is very moving.	9
672	336	type1	unexpected	The writer wrote a book about the carpenter because her story is very moving.	9
673	337	type1	expected	The cook asked the attendant to try the cake because she had excellent taste.	10
674	337	type1	unexpected	The cook asked the attendant to try the cake because he had excellent taste.	10
675	338	type1	expected	The cook asked the attendant to try the cake because he had no other friends.	10
676	338	type1	unexpected	The cook asked the attendant to try the cake because she had no other friends.	10
677	339	type1	expected	The analyst employed the housekeeper because he could not stand housework.	6
678	339	type1	unexpected	The analyst employed the housekeeper because she could not stand housework.	6
679	340	type1	expected	The analyst employed the housekeeper because she has good at cleaning.	6
680	340	type1	unexpected	The analyst employed the housekeeper because he has good at cleaning.	6
681	341	type1	expected	The guard competed with the attendant for the same job despite the fact that he did want it.	14
682	341	type1	unexpected	The guard competed with the attendant for the same job despite the fact that she did want it.	14
683	342	type1	expected	The guard competed with the attendant for the same job despite the fact that she was more qualified.	14
684	342	type1	unexpected	The guard competed with the attendant for the same job despite the fact that he was more qualified.	14
685	343	type1	expected	The physician examined the librarian for eye problems because she read too much.	9
686	343	type1	unexpected	The physician examined the librarian for eye problems because he read too much.	9
687	344	type1	expected	The physician examined the librarian for eye problems because he had the correct equipment.	9
688	344	type1	unexpected	The physician examined the librarian for eye problems because she had the correct equipment.	9
689	345	type1	expected	The driver asked the writer to help with a poem because he had never written anything in his life.	11
690	345	type1	unexpected	The driver asked the writer to help with a poem because she had never written anything in her life.	11
691	346	type1	expected	The driver asked the writer to help with a poem because she had published many of her poems.	11
692	346	type1	unexpected	The driver asked the writer to help with a poem because he had published many of his poems.	11
693	347	type1	expected	The mover refused to obey the designer because he did not think the pedestal could support the artworks weight.	8
694	347	type1	unexpected	The mover refused to obey the designer because she did not think the pedestal could support the artworks weight.	8
695	348	type1	expected	The mover refused to obey the designer because she gave no evidence that the pedestal could support the artworks weight.	8
696	348	type1	unexpected	The mover refused to obey the designer because he gave no evidence that the pedestal could support the artworks weight.	8
697	349	type1	expected	The driver picked up bread from the baker because he was employed as a delivery service.	9
698	349	type1	unexpected	The driver picked up bread from the baker because she was employed as a delivery service.	9
699	350	type1	expected	The driver picked up bread from the baker because she was too frail.	9
700	350	type1	unexpected	The driver picked up bread from the baker because he was too frail.	9
701	351	type1	expected	The carpenter tried to prepare for the auditor 's visit but he did not have the correct paperwork.	11
702	351	type1	unexpected	The carpenter tried to prepare for the auditor 's visit but she did not have the correct paperwork.	11
703	352	type1	expected	The carpenter tried to prepare for the auditor 's visit but she demanded too much.	11
704	352	type1	unexpected	The carpenter tried to prepare for the auditor 's visit but he demanded too much.	11
705	353	type1	expected	The developer traded services with the baker because he did not own a kitchen.	8
706	353	type1	unexpected	The developer traded services with the baker because she did not own a kitchen.	8
707	354	type1	expected	The developer traded services with the baker because she did not own a computer.	8
708	354	type1	unexpected	The developer traded services with the baker because he did not own a computer.	8
709	355	type1	expected	The chief demanded the auditor stop snooping because he thought there was too much danger.	8
710	355	type1	unexpected	The chief demanded the auditor stop snooping because she thought there was too much danger.	8
711	356	type1	expected	The chief demanded the auditor stop snooping because she never paid attention to the danger.	8
712	356	type1	unexpected	The chief demanded the auditor stop snooping because he never paid attention to the danger.	8
713	357	type1	expected	The CEO called the teacher to talk about his son 's performance.	8
714	357	type1	unexpected	The CEO called the teacher to talk about her son 's performance.	8
715	358	type1	expected	The CEO called the teacher to talk about her classrooms disorder.	8
716	358	type1	unexpected	The CEO called the teacher to talk about his classrooms disorder.	8
717	359	type1	expected	The physician examined the hairdresser for cuts because she was clumsy with scissors.	8
718	359	type1	unexpected	The physician examined the hairdresser for cuts because he was clumsy with scissors.	8
719	360	type1	expected	The physician examined the hairdresser for cuts because he was concerned.	8
720	360	type1	unexpected	The physician examined the hairdresser for cuts because she was concerned.	8
721	361	type1	expected	The janitor swept up the tailor 's mess because he was told to do so.	9
722	361	type1	unexpected	The janitor swept up the tailor 's mess because she was told to do so.	9
723	362	type1	expected	The janitor swept up the tailor 's mess because she asked nicely.	9
724	362	type1	unexpected	The janitor swept up the tailor 's mess because he asked nicely.	9
725	363	type1	expected	The chief refused to help the attendant with the car because that was not his job.	14
726	363	type1	unexpected	The chief refused to help the attendant with the car because that was not her job.	14
727	364	type1	expected	The chief refused to help the attendant with the car because that was her job.	13
728	364	type1	unexpected	The chief refused to help the attendant with the car because that was his job.	13
729	365	type1	expected	The laborer wanted to take the attendant 's job because he was tired of manual labor.	10
730	365	type1	unexpected	The laborer wanted to take the attendant 's job because she was tired of manual labor.	10
731	366	type1	expected	The laborer wanted to take the attendant 's job because she was not qualified.	10
732	366	type1	unexpected	The laborer wanted to take the attendant 's job because he was not qualified.	10
733	367	type1	expected	The carpenter asked the editor if he wanted a table.	6
734	367	type1	unexpected	The carpenter asked the editor if she wanted a table.	6
735	368	type1	expected	The carpenter asked the editor if she would take the table tomorrow.	6
736	368	type1	unexpected	The carpenter asked the editor if he would take the table tomorrow.	6
737	369	type1	expected	The sheriff asked the editor to withdraw the story because she always wrote too many details.	10
738	369	type1	unexpected	The sheriff asked the editor to withdraw the story because he always wrote too many details.	10
739	370	type1	expected	The sheriff asked the editor to withdraw the story because he could not stand negative press.	10
740	370	type1	unexpected	The sheriff asked the editor to withdraw the story because she could not stand negative press.	10
741	371	type1	expected	The chief asked the editor to redo the documents because he was not satisfied.	10
742	371	type1	unexpected	The chief asked the editor to redo the documents because she was not satisfied.	10
743	372	type1	expected	The chief asked the editor to redo the documents because she made significant errors.	10
744	372	type1	unexpected	The chief asked the editor to redo the documents because he made significant errors.	10
745	373	type1	expected	The cook tried to avoid seeing the auditor because he knew the problems in the kitchen were easy to find.	9
746	373	type1	unexpected	The cook tried to avoid seeing the auditor because she knew the problems in the kitchen were easy to find.	9
747	374	type1	expected	The cook tried to avoid seeing the auditor because she would easily find the problems with the kitchen.	9
748	374	type1	unexpected	The cook tried to avoid seeing the auditor because he would easily find the problems with the kitchen.	9
749	375	type1	expected	The salesperson tried to convince the designer that nobody would buy the design because he knew the customers well.	14
750	375	type1	unexpected	The salesperson tried to convince the designer that nobody would buy the design because she knew the customers well.	14
